Gene,logFC,pVal,pAdj,sdSF,sdGC
TFDP2,0.078366702,0.750604123,0.905833096,168.35179,99.24087
ATP1B3,0.298075617,0.070891297,0.300880036,119.2765,100.4082
RASA2,0.345476773,0.055587337,0.262381204,183.24278,98.61254
RWDD2A,0.331185282,0.770299484,0.914580953,8.196573,6.4998
ME1,-0.034984637,0.933738853,0.977760615,110.7261,186.2057
NT5E,0.770759796,0.236285502,0.557461914,27.907983,7.032946
SNX14,0.569206176,0.070891387,0.300880036,58.21999,43.27703
SYNCRIP,-0.14827802,0.347984221,0.669088659,179.9686,106.197
ZFP949,0.274699226,0.572514831,0.818692548,28.60384,13.58704
CRTAP,-1.040215884,0.039915444,0.217451674,15.61141,14.81945
CMTM6,0.167542527,0.41671433,0.721098173,56.3326,67.60433
DYNC1LI1,-0.269189411,0.223769664,0.543103647,46.58619,89.13678
CMTM7,-0.513879293,0.001905279,0.028036609,155.313,110.7945
STT3B,0.063903088,0.777814312,0.917377125,92.97076,30.7126
TGFBR2,0.955603603,7.6426E-06,0.000348864,85.66332,30.30302
SLC25A36,0.662087798,0.007031818,0.070984641,141.3408,119.9754
NMNAT3,0.246203032,0.645196403,0.855641286,31.967247,9.780321
COPB2,-0.251621407,0.29812195,0.621199809,73.43955,108.94159
MRPS22,-0.306947422,0.118837533,0.398905041,71.63892,83.74479
PIK3CB,-0.136715642,0.807588331,0.929197685,41.95775,20.22729
FAIM,-0.243327508,0.349234253,0.670095939,32.33667,26.61753
ARMC8,-0.01570115,0.964808264,0.989260183,100.1181,113.8627
DBR1,0.156371147,0.51735468,0.787839211,29.32652,19.92566
MRAS,0.107831609,0.785242498,0.920594668,38.78528,31.42655
NCK1,0.035964224,0.841210197,0.942647683,83.63221,64.35345
CDC25A,-0.898672185,0.000701169,0.013453686,69.52883,49.30629
NME6,-0.435869677,0.335100838,0.657339094,32.18978,17.49483
MAP4,0.445196707,0.045194386,0.232002788,83.37237,115.91346
DHX30,0.333418142,0.042208168,0.223882816,64.25104,73.44602
SMARCC1,-0.279435927,0.264266858,0.58699296,144.0585,227.0221
CSPG5,-3.112749111,0.00889045,0.083244468,1.578699,7.260279
NGP,0.685818518,0.461812903,0.752169418,15.97708,17.06824
SCAP,0.007358909,0.978371253,0.993556057,42.92499,21.42304
PTGS2,1.097969224,0.024102766,0.158761891,14.53934,13.16324
NRADD,0.123155235,0.845067798,0.943251859,13.846133,9.459715
PTH1R,0.145765854,0.862653033,0.94902744,14.20324,13.52371
LRRC2,-0.260600779,0.822041296,0.93503343,7.24324,8.907616
LTF,0.949638106,0.341784195,0.663841817,14.40984,5.112645
LRRFIP2,0.330488984,0.155889246,0.455960756,33.27957,15.2145
MLH1,-1.021600972,0.025211571,0.163587888,21.7659,33.92249
TRIB1,0.412569539,0.264394431,0.58699296,26.11359,19.39033
STAC,3.060164269,0.011209979,0.097130408,7.8618851,0.9768157
ARPP21,-0.107674691,0.492035381,0.773112602,661.5537,985.0411
PDCD6IP,-0.211690797,0.148687415,0.446318798,82.0113,105.0186
MYD88,0.238812923,0.619553035,0.843199103,24.7794,14.01567
WDR48,-0.073086477,0.767568079,0.913068942,78.95243,57.26531
GORASP1,1.825505716,0.018780145,0.135440226,29.053387,6.937927
CSRNP1,-0.216475112,0.443303896,0.74005831,68.34641,56.95438
RPSA,-0.454750209,0.000142115,0.004082753,407.8694,836.4853
SLC25A38,0.083629228,0.854980019,0.946312013,36.72688,15.69728
NKTR,0.210852317,0.213017061,0.530745512,237.4464,129.1206
SS18L2,0.266479192,0.260206391,0.583011776,280.2039,191.3385
PCCB,0.358077003,0.339837135,0.661465692,54.99567,87.7934
VIPR1,0.271554332,0.781146152,0.918543394,10.917477,7.643199
AMOTL2,-0.249044119,0.616982551,0.841783805,20.28442,18.14395
CEP63,0.551494487,0.049041266,0.244223635,60.45786,19.89101
TRAK1,0.420259347,0.300943039,0.62441892,121.35266,28.49476
ABHD5,0.472966146,0.272163414,0.595710754,63.46767,68.91909
RYK,0.767324469,0.041213628,0.220484225,68.54965,23.08234
SLCO2A1,0.19683371,0.595396946,0.83111602,27.02733,50.34934
RAB6B,0.250798787,0.167573514,0.47303442,48.9971,28.30543
1110059G10RIK,-0.349816318,0.193090584,0.506560744,62.01405,44.36905
SRPRB,0.366727786,0.2634927,0.585865248,56.25536,27.5158
TRF,0.614048409,0.040517234,0.218902116,151.652,217.9971
TOPBP1,-0.686411746,0.004205004,0.049353634,129.87042,99.20726
BFSP2,0.673548089,0.456080681,0.748595787,15.745169,4.065723
UBA5,-0.242470711,0.22355349,0.542831418,57.70707,53.57286
NPHP3,0.296559261,0.796687542,0.924882511,9.542435,6.083473
DNAJC13,-0.080051813,0.776102026,0.916743072,76.45081,119.98301
ACPP,0.566917409,0.20929857,0.527176138,35.22801,18.64108
GNAI2,-0.514320441,0.000249714,0.006225748,247.2751,569.0346
MRPL3,0.145350455,0.534690469,0.798051133,74.89995,36.53397
NUDT16,0.490012346,0.005588059,0.061140629,64.45593,70.39593
ASTE1,0.246353129,0.478035779,0.763112377,23.88465,16.26714
ATP2C1,0.367060822,0.144510078,0.440707888,68.92366,64.42498
PIK3R4,0.16912516,0.681178207,0.876645771,41.9072,46.16175
MANF,-0.059939127,0.728249025,0.89703367,86.15244,88.47834
MAPKAPK3,0.257177274,0.50490403,0.779921309,34.29514,33.0873
CISH,0.554711268,0.27947795,0.602559386,51.65505,33.95705
HEMK1,0.192123398,0.6877928,0.877793599,32.00737,42.0781
RBM5,0.011255395,0.945838492,0.982941276,187.3496,230.3808
RBM6,-0.048649104,0.802165102,0.926730473,105.06212,92.89401
MON1A,0.505053583,0.176490565,0.484979428,26.96695,12.52123
TRAIP,-2.000205809,0.002994582,0.0387169,8.217286,25.7176
APEH,-0.098744974,0.792038582,0.923170407,39.52799,34.6471
MST1,-5.413278249,0.00136834,0.021973443,15.37345,24.52623
IP6K1,0.00803896,0.972375434,0.99200703,68.45282,87.77916
UBA7,0.335889742,0.30166749,0.625172724,35.1598,20.62604
NCKIPSD,0.447866605,0.563460554,0.814083051,18.04284,10.21771
IP6K2,-0.182885119,0.459836412,0.751494591,72.01197,38.51571
PRKAR2A,0.597878003,0.120834895,0.40360652,69.2304,44.62412
SLC25A20,0.704376596,0.101404313,0.367533953,238.6113,126.2596
QARS,-0.377298872,0.14545595,0.442083171,68.10436,61.55744
NICN1,0.061751434,0.884038261,0.958478433,34.62716,19.79365
AMT,0.529093603,0.470898273,0.758802239,16.29789,7.08418
KLHDC8B,0.006562228,0.993397894,0.998115307,21.70977,15.15399
USP4,-0.005993936,0.975170135,0.992532713,38.55192,50.4187
NT5M,-0.579505788,0.202016634,0.51854057,25.55406,33.92535
SREK1,0.004770384,0.983625618,0.995386912,120.6119,135.7127
EML4,-0.287703787,0.185185119,0.494532391,88.31321,84.50109
THSD7A,1.106371729,0.293317049,0.61660379,30.24841,11.60748
FLCN,0.003909025,0.983704302,0.995402201,17.79959,15.46179
ATXN2L,-0.147736599,0.531137209,0.796019459,57.87648,50.66783
CHSY1,-0.187547156,0.460517847,0.75170105,38.0135,29.32308
GPR19,-0.244481851,0.786181096,0.920921279,27.27664,12.96449
FHL3,-0.688251931,0.309278821,0.633156185,3.569364,2.625626
PYGM,0.26751802,0.733371279,0.898536202,11.323504,5.433089
COLGALT2,1.612166194,0.213420296,0.530829334,19.605873,5.124384
CREBL2,0.429421328,0.154415947,0.454111662,66.90603,34.52255
FAM189B,-0.134215039,0.60020819,0.833471436,62.92885,36.96907
OAS3,0.394297855,0.655801799,0.8612622,14.80616,9.410623
1700025G04RIK,-0.60758562,0.001271405,0.020757446,38.67223,47.01957
PON2,0.326445744,0.250916075,0.573491806,85.01955,42.71994
PRORSD1,-0.266073315,0.244870966,0.567625461,72.24313,62.37413
CD59A,0.50290601,0.445400555,0.741248859,171.0319,210.45
MALT1,0.874458295,0.01684907,0.125801572,119.10257,80.06111
OAS2,2.361695677,0.015125778,0.116892546,13.308919,1.800118
NLRP3,1.01819162,0.657473467,0.862768997,36.26086,12.11937
LMO2,1.117327686,0.002186251,0.031203405,43.75025,7.319496
KANK1,-0.580924282,0.342335973,0.664126909,22.92956,83.64482
EXD2,-0.397791615,0.360144441,0.677331113,32.43141,31.67299
RESF1,0.568697378,0.001063938,0.018265444,260.27524,92.91938
SYDE1,0.274926939,0.649228453,0.858165461,21.3989,13.21771
TRIB3,0.392990483,0.67556958,0.872558019,6.80394,3.327385
MANSC1,0.615231771,0.404896302,0.711799965,7.291385,4.396165
SBSPON,-1.631499183,0.309630885,0.633545578,6.203235,8.329554
ABTB2,-0.292242459,0.45216227,0.745996276,53.82956,37.94727
FOLR2,1.145264846,0.194677221,0.508836211,30.7319,10.84251
MIER3,0.198304975,0.436777728,0.736683065,80.07699,45.75951
SNX33,-0.712074929,0.252378059,0.575179515,14.06076,23.06946
ABLIM3,1.753219183,0.005915685,0.063439642,35.914517,7.276898
INPPL1,0.682122491,0.234220729,0.555300387,21.618308,7.978913
CCDC88A,0.743134307,0.00296967,0.038492033,212.72479,94.71674
TPCN1,0.426158516,0.143919281,0.43971447,128.6076,43.3925
KATNIP,-0.314041349,0.459764655,0.751491304,53.57406,58.33399
HEYL,-0.971812299,0.335278419,0.657414428,3.377052,9.310108
GPBP1,0.110634127,0.404518625,0.711799965,154.7216,127.6878
GAB3|GM38425,0.009342224,0.988536823,0.997167278,15.55901,13.88383
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314,9.482918
BET1,-0.159969909,0.549950142,0.807551465,93.23879,66.83731
ILVBL,0.00308988,0.984722547,0.995660376,75.08554,60.92625
GNG11,0.87048087,0.006537536,0.067709904,132.06544,96.75704
MCTP2,1.055079574,0.039346654,0.215641173,26.91856,19.40164
GTF3C1,0.097525823,0.766127577,0.912826338,154.14931,61.71598
CNTROB,-0.604492596,0.150093194,0.447876719,38.40582,45.70652
TROAP,-2.122329012,0.009563317,0.087511897,14.35784,15.04597
ALAS1,0.75421666,0.006495756,0.067622374,80.58028,24.35426
PDXK,0.181780114,0.511214201,0.784175639,30.6084,24.1953
SRXN1,-0.070712158,0.864610064,0.950010199,36.72358,11.13142
CDV3,-0.607547577,0.001123569,0.019082656,106.5592,174.6278
SLC10A3,0.0120739,0.974393472,0.992394366,16.94142,23.95358
ARAP1,0.075375941,0.841528948,0.942647683,41.30486,31.52776
FANCA,-3.933716409,4.73261E-10,5.65637E-08,2.750485,9.63093
IGDCC4,0.619369228,0.284496553,0.607146326,26.71608,9.77555
ANK2,-0.531657606,0.367024905,0.683950606,8.151788,14.496726
PPP1R9A,2.640382414,2.86331E-05,0.001075079,61.267634,6.489663
PWP2,-0.116977451,0.866822449,0.951208234,16.20877,12.28044
TRPC1,0.425321581,0.583441702,0.824375087,13.400862,2.938516
SPRING1,1.015418156,0.079756629,0.320306406,33.55784,16.80216
PRR5L,1.585355429,0.00608221,0.064562145,32.68904,6.73672
ABCC10,0.577326578,0.475859468,0.761698149,19.56622,17.53911
ALPK2,0.837240473,0.5483233,0.806415358,11.190187,3.644098
ZSWIM6,0.781222711,0.001610062,0.024860693,36.66988,24.24311
ABCC4,0.416684532,0.273777,0.597925302,26.57934,15.44708
PKD1,-0.580699481,0.201437772,0.517968665,25.32529,55.54327
P2RY2,-0.679552331,0.588345359,0.827256456,3.663186,8.310132
RAG2,-0.107079067,0.456783177,0.749282904,82.97047,139.19271
FBXW8,0.566600413,0.275961784,0.599335354,21.54846,10.29598
PSMF1,-0.090010591,0.794948361,0.924291288,37.88837,46.11051
SMAP2,-0.018516128,0.913555237,0.968221373,101.84068,88.95056
CYB5R4,-0.052125885,0.826748663,0.935965569,50.01864,72.384
ARHGEF17,1.362855242,0.033920373,0.197211764,20.45521,11.3564
CCDC85A,-2.103875156,0.050715014,0.248599113,3.595228,11.746558
ACSL3,-0.316450111,0.256666411,0.579612784,39.19431,93.14768
RANGRF,-0.400315438,0.314338341,0.637677559,14.47335,25.76782
NFYC,-0.727842166,0.00182047,0.027224821,33.46226,40.89502
FBXO21,-0.301784145,0.523438996,0.792063822,65.30675,62.28523
STYK1,-0.460244346,0.52478647,0.792728667,8.85568,7.386359
SLC16A1,-0.559549729,0.001449731,0.022814206,45.81322,114.22783
ATG12,0.136294187,0.585089999,0.825516275,94.26728,76.50356
CSPG4,0.783064006,0.357598605,0.675805005,43.60896,27.03794
LRIG2,0.032830265,0.92707106,0.974299639,36.60872,75.34289
ADGRE4,0.9822719,0.166158949,0.470863702,13.32369,6.13715
ITGBL1,1.227327173,0.313603099,0.636881556,8.900175,5.415014
HSPA13,0.587904903,0.034049595,0.19766945,44.40434,29.9453
CAMKV,-0.665667498,0.484090628,0.767383167,9.204222,14.422531
NUP93,-1.517001135,0.000282599,0.006765529,13.02223,27.19969
UCP3,1.000380091,0.225003342,0.544756331,36.86471,24.00975
RASGRP2,-0.583744402,0.002273,0.032090504,49.47832,119.86734
AP4B1,-0.045772798,0.933166531,0.977732846,22.89024,15.31439
PEBP1,-0.298301755,0.070805591,0.300880036,112.0275,120.998
IFT57,-0.698213549,0.063977168,0.284328844,52.75882,18.48218
FKBP1A,-0.209233863,0.178212035,0.48661769,268.7807,362.5406
FAM207A,-0.679792477,0.066397701,0.290225798,36.13404,41.58326
CHPF,-0.332544074,0.515692594,0.786559651,32.97447,23.00732
FOXJ3,-0.342751902,0.293626514,0.616869268,56.84283,55.404
MYCBP2,0.736614826,8.45318E-05,0.002712121,402.9293,276.7281
OGFOD1,-0.049922961,0.904025763,0.964766787,45.58967,16.55895
TRIM33,-0.011397593,0.960053581,0.987455631,100.23067,99.69375
NFATC1,-0.348873702,0.133071126,0.422350915,37.18257,59.02206
POLR2F,-0.077819368,0.730717112,0.898086344,43.10083,50.40042
GMPPA,-0.385030406,0.296508455,0.619238745,23.4526,38.31401
CDO1,0.309068584,0.629538999,0.848446297,307.6743,330.8236
KLRA9,0.869101886,0.00862449,0.081247676,46.87065,31.96429
1700088E04RIK,-0.470242061,0.866197126,0.950721935,8.768493,14.169915
CIP2A,-1.754920184,1.27703E-07,9.1718E-06,37.57441,90.76258
AFAP1L1,1.188298653,0.200553509,0.516628215,14.251226,8.647236
CALHM2,0.296022016,0.565406026,0.81500296,28.96856,23.68569
MICALL1,0.195641081,0.718714046,0.893438393,33.02444,32.08048
EIF3L,-0.823168253,0.000323979,0.00752493,71.00132,85.98386
NPAT,0.00427104,0.982718219,0.995047478,34.03418,63.07637
ANKRD54,-0.589885653,0.099608747,0.363580062,34.07437,47.38731
PYGB,0.606128929,0.019941658,0.140294478,44.98467,27.93677
LMO7,-0.374916322,0.38377057,0.696498877,34.57346,39.15166
RESP18,0.293961561,0.843491216,0.942930733,10.81006,9.970776
PFKM,0.19520277,0.698660473,0.883453967,28.75273,20.81913
GAS7,1.050435161,0.247170956,0.57000926,21.932938,9.752082
ENTPD6,1.267426756,5.15238E-05,0.001792686,38.78261,13.03711
SENP1,-0.169087903,0.394053277,0.704141995,68.79666,50.12705
CLEC1A,3.41233557,6.0849E-05,0.00205326,16.049343,6.015359
TBC1D4,0.658821942,0.036688023,0.206850693,64.83952,52.97023
TRIOBP,0.064354286,0.829216506,0.937293542,52.11906,31.98993
APMAP,0.558887455,0.089785135,0.34253554,77.01443,42.57584
NOL12,-0.68219772,0.047434856,0.238729519,37.12369,18.36571
CDC14B,-0.052481879,0.862456206,0.949010951,27.25268,27.36827
LSS,0.262466001,0.68696886,0.877445231,88.79152,20.7012
SLC7A6OS,-0.213512348,0.447385185,0.741867173,32.08556,34.27582
RNF125,0.004245298,0.986471536,0.996485746,41.72653,20.47162
3830406C13RIK,0.169434719,0.564623944,0.814505309,46.02047,41.70825
SLC35D2,-1.475186118,0.069666702,0.29818796,6.090949,17.348447
ATG9A,-0.014944024,0.972795839,0.99200703,51.33027,15.00665
YBEY,0.118332964,0.781646356,0.918889747,21.10473,14.53421
GGA1,-0.551402351,0.04959764,0.245668565,29.84985,27.41368
SLC22A15,0.684261703,0.14393801,0.43971447,21.36825,17.78347
PHLDB2,0.030900256,0.955367166,0.9860402,32.12811,16.272
PODXL2,0.536410597,0.538937985,0.800692726,24.90641,10.38925
ABHD10,-0.333206232,0.222813235,0.541706027,26.02124,47.35911
CNPPD1,0.195610195,0.412295042,0.716937303,95.96452,34.52894
ATP1A1,0.343045764,0.031444877,0.187711777,148.3539,106.629
DIS3,-0.578596246,0.078063183,0.31721652,28.29774,53.88504
CARD10,-0.406870763,0.607022031,0.837399244,6.936933,8.102283
MGLL,0.656269281,0.146330606,0.443581472,423.2613,251.4325
KBTBD12,3.88772537,0.18461331,0.493606872,27.639477,4.467478
TMED7,0.42915206,0.009777167,0.088639895,153.1136,93.8365
MZT1,-0.1213111,0.546342544,0.805350593,54.75403,67.93782
TIE1,1.74909456,0.058596919,0.271034553,15.433482,3.606495
LPCAT2,0.594622846,0.168385432,0.474243805,51.53548,32.02518
S100B,0.953818113,0.330309263,0.653172075,64.76206,34.15591
TTC28,0.050301327,0.856679774,0.947047605,23.72147,21.20739
AA467197,0.798803922,0.002801638,0.036923606,20.25601,11.93532
EEFSEC,0.240283964,0.229917649,0.550241239,55.95742,64.79439
RAC2,-0.836239895,0.000317304,0.007454217,320.4169,688.7523
TTF2,-1.24571747,0.000951038,0.016882545,20.05715,58.29778
SCAF11,-0.340462389,0.100954834,0.366740101,224.5057,232.9941
TRIM45,1.152793954,0.240782716,0.562257268,28.421776,7.382771
ARID2,0.138188637,0.437709246,0.737142482,99.16633,93.83885
SZT2,0.299836054,0.597327182,0.832430057,32.77513,19.88262
SHF,0.562598293,0.445949153,0.741527813,15.02762,6.98454
TTLL4,0.28742549,0.512475608,0.785220805,41.2401,31.51523
SLC35A4,0.008614766,0.972065214,0.99200703,60.92583,36.93933
PTPRM,0.739546842,0.305998793,0.62947801,24.45291,12.8542
RPGRIP1L,0.071264636,0.847319554,0.943945238,22.25331,30.76769
WDR3,0.224781515,0.502931886,0.779076301,62.95766,60.5717
KCTD17,0.055131327,0.920291787,0.971031964,28.42762,12.73757
NOC4L,-0.609948305,0.179740638,0.487853642,16.90211,30.4954
PTPRF,-0.044217935,0.831070191,0.938147134,135.5274,102.4282
LPP,0.340891962,0.277195631,0.600283817,221.8779,168.9757
MIF,-0.462609743,0.010251706,0.091614208,174.5891,267.0519
DPYD,0.70077877,0.192499657,0.505529541,25.40407,12.81658
FBXL8,-0.846912928,0.166576251,0.471454151,18.30458,27.49864
GSTT2,0.424126843,0.034410595,0.198847532,55.97545,41.3555
FEM1C,0.399450042,0.069706643,0.298195878,41.68955,28.31773
CTDP1,-0.396634195,0.280277464,0.603300263,31.39528,23.63385
KDM4A,-0.290279105,0.512815408,0.785220805,93.5331,53.60809
TNXB,-0.17311551,0.81509862,0.932621975,12.75521,14.93492
DNM2,0.092174382,0.630596104,0.848790654,99.89778,78.6099
CHST2,1.117620449,0.061701956,0.278726924,22.559934,9.469976
MAP2K4,0.018644048,0.959286218,0.987283528,143.60904,40.62046
RTP4,0.563998344,0.179856896,0.488044961,94.60076,56.59657
PUS7L,0.835948247,0.408305074,0.714325431,31.74009,11.31512
PRRG3,0.67992369,0.361301761,0.678540216,30.45319,18.71235
USP37,0.37334294,0.202386418,0.519132349,124.29304,48.26423
IPO13,0.674351992,0.162270341,0.466135323,29.64798,23.9639
FNTB,-0.169984579,0.664304307,0.866415399,10.00943,11.49046
PALMD,0.965290204,0.271553072,0.594988543,70.26094,42.57205
ATP6V0B,0.689286663,0.000222271,0.005780887,168.6787,348.0301
TRAPPC8,0.267118297,0.209571364,0.527176138,68.78953,50.7737
FRRS1,0.39096641,0.368085306,0.684861751,98.09112,47.72544
ARHGAP44,0.824252044,0.087554704,0.338266571,19.333365,9.866298
CLASP2,0.051456536,0.841166052,0.942647683,89.60108,57.70579
SPG11,0.595902031,0.126866438,0.412190875,47.84836,21.5324
AGL,-0.046334986,0.916535633,0.969115102,55.19818,52.72613
NUDT15,-0.433636752,0.488580159,0.769974792,18.0482,13.0737
CTDSPL2,-0.126863241,0.570217635,0.817573032,118.558,120.1135
GUCD1,-0.239074212,0.526135369,0.79353641,30.90573,30.41191
CACUL1,0.047263487,0.903057435,0.964735963,40.9421,85.97442
SNAP91,-0.3790125,0.380263267,0.694318598,27.84644,21.64135
ANTXR1,1.540068741,0.015172735,0.117139801,30.0857,10.45173
ERI3,-0.257363869,0.352161672,0.671731159,49.91663,41.42134
MCEE,1.070546519,0.000568086,0.011491622,158.80244,64.25675
TERF2IP,0.04487825,0.857003308,0.947157781,27.60869,18.69987
GTPBP6,-0.051933021,0.839105958,0.941251286,28.08695,28.44068
ARMCX2,0.338282659,0.450089051,0.743893944,28.11686,17.30034
TRMT13,0.571135123,0.02910603,0.178969205,59.32929,25.80084
SPECC1L,0.414466176,0.1325216,0.421983058,49.28512,72.81828
LPAR6,0.402910133,0.030326356,0.183045396,266.1557,205.3239
TAGAP,1.580576836,0.000332897,0.007664946,28.645487,6.101633
ZBTB1,0.256580058,0.180500924,0.488776024,131.40254,84.76221
FAN1,0.645256641,0.43441809,0.735396695,21.901377,6.703925
ARMCX1,0.21109378,0.687640334,0.877793599,42.97621,18.13672
CRLF2,-0.544337768,0.282137398,0.605097377,41.67627,24.15486
CYSLTR2,0.806407502,0.083880203,0.32964667,21.076376,9.304543
TOMM6,0.000529777,0.997330854,0.999305349,60.08548,103.76431
FHIP2A,0.110891443,0.598510261,0.832917896,96.94771,84.72938
CATSPER2,-0.06650031,0.939421656,0.980311223,14.24065,11.42396
FNDC3A,0.170657173,0.486518312,0.768353774,130.74864,73.85711
CRYZL2,0.450179144,0.440804928,0.739197189,17.65493,12.82115
LARP4B,-0.415973547,0.02373266,0.157377682,120.7822,102.5524
CDC14A,0.709748209,0.003088671,0.039606325,89.85226,37.91015
ASPRV1,0.101841479,0.941982898,0.981540589,7.140647,6.700421
PPIP5K1,1.911671762,0.006186732,0.065229253,44.14548,9.37096
TTC7B,0.40035625,0.397843034,0.706960434,62.82969,17.78556
CASP4,1.169614798,0.012454186,0.103532972,30.15278,10.63075
IDUA,0.22489264,0.669822719,0.869077104,19.406371,6.832064
ARHGEF5,0.678108224,0.258048878,0.580959617,37.38279,17.45278
GTF2A2,-0.534421539,0.003394419,0.042415341,128.37418,98.19236
ZNRF1,0.070144277,0.615819486,0.84121717,208.7373,140.1727
